,seoul,busan,daegu,incheon,gwangju,daejeon,ulsan,sejong,gyeonggi,gangwon,chungbuk,chungnam,jeonbuk,jeonnam,gyeongbuk,gyeongnam,jeju
0,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train
1,78007.1,77541.31,77595.11,78521.32,79354.375,78252.79,78213.44,77351.02,77500.21,78042.41,76511.305,77326.41,78429.734,78871.65,79016.87,77475.8,79021.37
2,76488.055,75375.305,75900.1,75692.69,76454.1,76612.05,76338.64,75598.85,75921.67,76665.08,75879.69,76725.055,76103.03,77497.47,76662.14,75177.41,76940.73
3,75171.2,74561.78,73751.984,74091.0,74306.24,75631.04,74950.46,74040.14,74523.84,75520.03,74878.96,75415.01,74469.484,75305.64,75100.74,73531.16,75866.08
4,71401.17,71371.47,70839.07,70934.445,71345.37,72227.35,71111.83,70929.1,71214.484,70676.125,71170.37,71091.484,71265.57,71840.79,72040.836,69902.07,71712.69
5,73775.914,73204.234,72818.03,72842.23,72434.61,73291.984,72806.99,71497.1,72311.98,72685.695,72995.914,72797.91,72707.34,73694.46,73710.93,71447.49,73388.28
6,75620.1,75670.64,74294.27,75254.13,74225.336,74563.9,75118.19,72724.78,73940.414,74270.63,74332.66,74378.46,74765.17,75266.25,76019.39,73092.16,75418.805
7,79821.12,78983.8,76753.234,78787.98,78475.695,78968.63,79484.77,77145.67,78451.62,79055.82,78346.24,78169.05,78454.47,78937.88,80118.39,77215.24,79684.32
8,84594.85,82874.734,81111.34,84117.42,82497.4,83704.02,83577.1,81814.54,82776.99,83509.836,82757.52,83313.22,83583.22,83965.72,84837.18,82014.28,85773.18
9,92255.21,89808.45,88744.83,91456.19,89471.836,91739.14,91779.24,87256.9,90081.914,90725.445,89611.55,89495.86,90664.73,91324.45,92238.03,89600.46,93064.64
10,101867.06,98980.016,98338.09,100909.15,99018.23,101405.16,101489.63,95942.29,99757.805,99705.46,99118.23,97771.13,99398.336,99479.06,101774.96,99100.68,101477.67
11,99229.15,97993.56,96659.16,98422.484,98590.805,100571.33,99738.875,95125.56,99326.61,97725.305,97814.37,96075.984,97438.484,97785.83,100495.266,98105.055,99958.79
12,96693.53,95717.07,94517.29,96425.98,96334.21,97698.79,97059.39,92143.83,97597.64,96038.734,95742.35,95269.54,95403.87,95942.58,98554.61,95773.84,98065.375
13,92733.2,91967.77,91734.305,93229.516,93709.83,94247.59,93593.68,88763.16,94778.85,91690.984,92518.59,91332.93,92793.3,92506.13,95597.54,93357.68,93900.59
14,94726.9,94019.83,93297.32,95620.29,95654.266,95864.21,96127.96,90271.41,96024.99,94816.266,94752.16,94623.47,94848.11,94077.74,98057.8,95320.74,96478.86
15,97357.36,96806.81,96878.99,98887.47,99128.375,99300.93,98596.836,93992.72,98749.85,97086.33,97209.89,97487.445,98762.03,96582.61,101609.54,99032.266,99458.08
16,94072.484,93803.125,93614.13,95843.24,96752.83,96128.32,95888.34,91889.47,95868.234,93249.93,93973.55,94088.3,96094.6,93242.09,98262.79,96129.02,95915.79
17,94334.586,94093.234,93908.85,96465.234,95728.39,95380.75,95447.95,91577.0,94839.15,94332.516,94411.086,95629.125,96200.79,93839.89,97218.21,95082.82,96307.94
18,98588.55,97298.74,98222.97,99910.41,99231.336,98294.664,99015.53,95980.42,98181.45,98374.46,97863.31,97830.51,98943.77,97908.27,100225.46,98420.58,99073.32
19,97389.82,95654.1,96905.85,97585.51,98054.88,95875.43,96543.03,95732.84,96060.78,97142.82,96578.88,96200.125,96887.59,97019.07,98174.74,96250.34,96855.75
20,89280.2,89424.35,89945.15,90090.65,92275.82,89745.31,89351.72,90020.766,89644.55,89899.805,89490.33,88865.82,90951.07,90662.91,91348.62,89620.67,89761.86
21,91101.12,90398.38,90872.71,91541.42,92053.72,90516.83,90651.61,90099.64,89925.98,92076.31,90593.17,90956.08,91951.23,91996.11,92211.06,90709.97,91662.45
