,seoul,busan,daegu,incheon,gwangju,daejeon,ulsan,sejong,gyeonggi,gangwon,chungbuk,chungnam,jeonbuk,jeonnam,gyeongbuk,gyeongnam,jeju
0,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train
1,80406.39,80437.76,77728.266,76937.555,78729.5,78600.65,79731.5,80446.29,80102.18,74835.33,77998.41,77124.33,82026.34,80153.914,76500.9,80275.22,81012.55
2,77408.45,76102.83,73830.875,73719.36,75592.07,74765.89,76044.56,75708.0,76082.63,72915.79,73576.414,75225.57,75572.12,72658.4,74135.82,77569.04,76300.3
3,74696.89,73378.28,71517.72,74005.766,73178.06,73332.79,73864.48,72889.08,72599.32,72337.71,73044.8,75239.15,74278.32,71026.81,72824.93,74456.805,72913.9
4,70690.64,72523.83,70981.89,74304.99,72054.336,72317.39,72812.58,73142.664,71087.96,72481.984,74151.78,74545.516,73942.08,71556.15,73001.11,71778.805,70601.34
5,71008.54,73668.805,71880.086,74323.64,72853.37,74423.34,72926.234,74153.33,71265.03,73200.45,74732.18,74614.11,74085.24,72532.92,74190.086,72562.87,71481.41
6,75566.93,74562.336,73930.875,75901.086,74581.42,74871.89,75101.07,76414.99,74858.01,76069.15,76143.63,75908.56,76214.07,75599.984,76122.586,75658.74,75000.734
7,79097.14,79242.625,77073.5,79444.99,78838.1,79669.03,80052.18,80755.195,80259.46,79943.164,80810.35,79977.92,80286.12,80656.62,79440.93,79616.26,79828.6
8,84702.414,84727.28,82567.93,85109.9,86527.945,86581.48,85639.97,86163.87,86900.695,85305.79,84385.03,86036.555,86108.15,85751.03,84399.89,84795.484,87251.42
9,94270.27,97266.5,92371.5,97697.43,94083.95,98594.42,92414.98,95230.375,98501.055,95494.45,90486.23,97919.164,97696.56,93866.4,99075.67,95341.03,98700.48
10,98401.78,99359.95,99073.84,99790.94,101220.875,101939.55,99894.22,97607.74,101028.9,100247.15,99901.83,100860.086,103082.21,100383.9,100628.59,97760.4,101164.65
11,97455.234,98945.7,101282.27,97561.8,99404.01,99604.95,97395.34,96799.17,97712.98,98710.695,98493.13,96863.6,100775.52,98481.68,98385.31,97085.87,100146.98
12,96164.82,96244.75,96551.664,94870.836,96764.18,97800.75,95048.48,95617.02,95707.84,95816.49,96330.52,96567.766,98404.836,94437.516,95621.586,94253.78,99178.305
13,91175.31,91596.375,91550.664,90753.19,92731.46,93549.39,90229.766,91032.32,90419.07,92102.64,92243.31,92702.37,95880.5,91385.445,92880.305,91035.5,92115.25
14,92784.35,96382.52,98652.81,92630.32,97122.52,96874.266,95669.71,94149.93,94045.73,96625.34,96918.82,91924.22,95307.164,96235.11,95351.4,95871.72,94727.28
15,93545.164,97166.06,97221.49,95564.97,96775.44,98871.69,97549.805,95788.555,95041.83,97023.16,99115.33,97601.29,102615.46,95645.19,97830.67,96877.63,95756.62
16,95569.72,97838.62,99860.4,95904.26,97190.445,98538.86,97200.01,95889.55,95462.62,97137.27,98478.06,95087.11,99393.31,95315.21,97749.09,97308.77,95902.195
17,96515.25,97015.87,98015.836,95203.76,96280.87,98859.6,96444.26,94802.87,97878.38,96758.18,97071.28,96556.875,99033.766,94005.08,96664.375,95874.56,94904.41
18,97081.37,99206.85,97739.83,97025.78,98853.51,98982.27,97850.61,96738.54,97079.05,97769.26,98744.73,98445.6,101607.734,96721.66,98025.57,96969.32,96742.84
19,95297.89,97849.96,95854.47,95888.555,97397.58,98177.74,96497.21,95648.234,95718.24,96811.26,97471.73,96847.55,100052.2,96604.27,97261.33,94731.57,95952.52
20,92520.71,95038.51,93030.57,92941.44,95269.945,94835.82,93081.336,93030.9,93981.79,93876.484,94610.164,94225.99,96695.266,94135.445,95345.83,92119.67,92904.69
21,89749.69,92290.85,90105.79,89420.836,90661.53,91770.04,89939.55,90137.01,90641.14,90674.54,91631.72,91425.44,93208.43,91547.22,93551.38,89384.35,89785.266
22,86751.234,88957.59,86666.26,86490.35,88009.46,88640.28,87170.43,87283.83,87431.375,87489.64,88382.234,88581.87,89167.18,88500.586,90290.38,86423.516,87119.305
23,84070.07,85510.98,83182.3,82965.53,83808.27,86382.664,84244.74,84251.45,84458.5,84052.08,85151.62,84864.83,85077.82,84740.28,86069.66,83799.67,84135.35
24,81384.445,81735.44,79444.46,80752.93,80133.11,81847.79,81488.586,81363.22,81862.47,78348.234,81152.52,82336.11,81719.43,80597.69,82655.445,81112.055,80893.516
25,80092.74,80252.43,77423.04,76684.93,78539.87,78248.62,79557.945,80363.33,79623.41,74887.375,77807.39,76030.99,81947.625,80127.63,76291.945,80099.38,80772.68
26,76890.8,75408.25,72984.17,72503.93,74656.67,71948.14,75142.61,74940.88,74341.99,71734.29,72763.05,76034.305,71879.766,71580.91,73634.18,76666.55,75252.19
27,74168.52,73153.43,70997.19,73016.516,72379.36,71438.48,73090.586,72063.53,71193.195,70791.78,72573.23,75034.36,72106.9,70337.805,72392.414,73453.914,72134.34
