,seoul,busan,daegu,incheon,gwangju,daejeon,ulsan,sejong,gyeonggi,gangwon,chungbuk,chungnam,jeonbuk,jeonnam,gyeongbuk,gyeongnam,jeju
0,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train
1,78788.78,78960.82,78530.375,78726.98,78590.234,79962.5,81063.08,80602.74,79188.79,72157.89,78996.99,78923.016,81378.41,80508.445,80442.14,79585.79,82371.2
2,75175.48,75250.48,73250.9,73917.95,75416.9,75392.96,76959.86,76228.82,76096.266,72591.59,76718.87,74555.3,77301.02,76363.445,76289.445,75840.0,77975.1
3,72341.9,72438.93,71898.44,72390.68,72440.03,73341.27,73873.03,73307.45,73885.3,77221.53,73895.08,71508.56,75393.75,73749.93,73767.445,73540.06,74414.28
4,71255.9,71863.85,73989.66,73127.65,71576.53,71781.63,72486.71,72184.81,72297.52,76005.625,72684.2,70121.07,73664.71,74202.69,72986.125,72812.695,72903.07
5,71268.92,73372.79,73584.28,74703.04,73121.695,73103.17,72975.26,72432.27,72756.74,74551.06,73032.39,71873.91,73640.83,75237.21,74687.39,74402.42,73959.28
6,73777.97,76535.734,75067.93,76861.59,75250.555,77255.664,75697.875,74266.81,74120.58,76300.01,75684.836,74257.336,76042.47,76471.49,76355.49,76067.94,76550.164
7,76867.664,80728.39,79955.336,81370.18,79197.05,80378.17,79911.34,79167.73,80101.19,81030.52,80842.21,80338.16,80373.516,81950.38,79590.33,79753.4,81008.53
8,82686.02,86371.49,85511.03,86436.45,85742.41,84347.25,86177.164,85456.016,85845.27,86189.72,87187.266,85131.88,85815.695,86228.195,85017.99,85024.234,86062.17
9,94657.04,94119.5,94161.92,91423.97,94134.35,95307.15,94563.32,96775.984,97141.945,91840.914,92389.19,93766.195,97338.98,97936.35,96060.99,97816.875,96775.52
10,97236.71,98323.56,97059.45,99249.56,99382.164,98093.71,97634.9,99046.63,95374.21,100414.18,98860.96,99271.51,98160.2,100414.17,101248.01,99166.21,102514.484
11,96093.945,97191.28,96432.53,95626.36,98522.29,98114.664,96481.41,98854.97,96655.89,97344.44,99426.836,97698.85,100155.51,99850.75,100515.65,96997.18,100190.06
12,95084.65,95461.78,95177.71,92604.445,94660.625,96697.164,93347.07,94459.09,95106.586,96664.695,94153.38,96633.0,95236.24,97638.4,97392.85,94503.805,97017.86
13,90789.125,91469.01,90038.77,90098.64,92852.76,93433.81,91418.555,91451.31,91440.54,90973.81,91855.3,91784.65,90463.055,95391.34,90330.98,89870.836,93528.336
14,95847.336,97026.9,95167.13,95176.02,89771.38,96696.15,90813.55,95451.29,94521.07,97477.27,96643.086,95393.44,98663.76,96081.33,96279.77,94030.54,96761.8
15,95413.8,95655.79,96939.625,95759.44,94920.625,98892.1,94471.88,96318.33,95829.06,98190.69,98218.99,96822.07,97349.76,98167.164,98261.23,95677.28,98735.96
16,95686.66,95349.086,96498.695,96099.7,97016.836,98552.086,94540.37,94613.65,95607.55,98698.68,95103.68,95388.85,97544.15,99098.26,99440.87,95015.195,97758.19
17,94393.66,95725.56,99670.016,95539.234,96225.69,94487.445,93557.12,95809.58,95223.33,96310.09,100654.35,93755.016,98281.48,95845.09,96950.67,93527.34,97758.445
18,96568.89,96907.26,97836.805,97344.56,98445.15,96354.88,96101.305,97244.125,96435.03,97687.695,99997.09,96491.84,99466.43,99023.64,97329.76,96197.12,99088.27
19,95848.92,96415.06,95528.27,94842.6,97670.43,96029.586,95732.0,95787.71,95473.5,96003.66,94858.414,96047.836,98138.96,99977.31,94385.836,96093.016,97788.83
20,93319.88,93852.53,93239.516,91805.68,94656.81,93955.04,93901.84,94798.41,92929.72,92934.72,97398.164,93213.52,95297.05,94340.1,93745.18,93189.5,95452.625
21,90852.375,90972.63,91172.89,90290.99,91334.07,91423.44,91695.18,91418.375,90629.16,89853.64,91610.516,90563.484,92311.73,93236.88,90453.62,90564.164,92049.53
22,88146.91,88130.85,87916.92,87698.66,87716.74,88027.36,88797.34,87104.24,87499.03,86311.83,85019.62,87558.45,89131.44,90950.81,87519.82,87692.33,88742.13
23,85078.02,84407.62,83811.54,83857.25,83849.734,84571.336,85357.92,84870.49,83830.75,83343.02,84978.305,83901.984,85823.64,84363.79,84312.8,84734.516,85746.164
24,81911.7,81178.36,80066.695,81113.74,79521.016,82594.35,81969.87,81486.19,80609.055,79925.19,81916.42,80308.555,83059.766,82506.12,80201.17,81218.53,83327.14
25,78622.41,78775.5,78419.75,78393.414,78104.22,79686.31,80806.51,80462.71,79073.02,71736.37,79098.72,78983.84,81344.23,79815.02,80257.49,79427.19,82201.2
26,70853.62,74261.23,68722.38,73012.04,74431.09,73906.83,76442.09,74151.414,75726.195,72616.0,74531.086,72906.305,76559.51,73428.695,75578.85,74503.34,77471.95
27,69482.73,70267.266,69957.13,71849.625,71893.84,71975.6,73480.27,71555.54,73787.26,76629.92,72729.85,70487.4,74068.805,70498.01,73359.68,72509.93,74036.695
28,67098.99,69359.49,69541.445,72664.27,71102.14,69724.01,72185.41,70059.74,72236.02,75152.15,71673.33,68786.36,71289.61,68832.16,72835.19,71547.28,72744.29
29,68851.82,68905.016,72501.555,74358.53,72619.7,72440.805,72840.91,70692.58,72613.12,74300.164,72550.766,71560.79,72411.95,69274.3,74600.47,73081.63,74063.69
30,70970.71,72156.26,69883.49,76441.1,74675.17,76387.7,75664.25,72750.96,73815.61,76012.445,75585.484,73399.14,74453.6,70082.97,76076.4,74908.27,76565.2
31,70097.984,72962.52,73847.72,80515.516,77517.83,75992.22,79496.53,74451.19,78678.31,80140.445,78409.0,76930.9,75540.82,70664.16,78157.62,75945.32,80430.51
32,68865.34,72838.54,73010.57,82387.516,80441.35,77067.54,83053.42,75724.59,80428.17,81956.73,80914.3,78709.55,78013.09,69523.65,80002.266,77626.625,82490.234
33,67358.07,71127.25,70661.734,82894.625,83784.49,77690.016,86588.836,76367.125,84061.15,83664.67,79595.2,79622.88,78856.79,68157.93,82836.79,79474.54,86906.78
34,58265.215,62858.945,61896.82,83012.586,80356.28,72431.87,84659.4,69348.59,81735.14,82885.766,73921.44,72817.79,72625.875,60979.113,79293.695,75178.78,87413.54
35,49991.426,53858.66,52980.883,75461.76,70192.38,60710.785,77495.266,59208.29,71346.79,74113.46,62145.492,60483.688,60595.94,53260.598,68734.07,61563.656,80567.1
36,52530.652,53916.03,54675.266,74956.086,68617.0,61231.125,76612.32,57582.39,72357.63,71872.29,63622.918,61884.14,61449.08,53072.273,67345.23,64183.49,77018.42
37,51110.43,53074.93,52172.605,70675.58,64658.184,58146.418,74050.89,55588.746,69519.02,71286.26,59670.797,59906.145,57910.55,51965.49,64948.363,59698.25,76016.805
38,52691.86,52812.24,53481.785,69331.8,61341.344,56946.676,70023.68,54959.355,66831.086,66682.11,56886.348,58224.06,56270.727,52248.062,61051.184,57990.055,72671.76
39,52136.633,52386.883,53956.273,66911.04,61169.156,56471.15,68143.19,55054.37,66614.164,67278.65,56111.688,57921.523,55384.36,52669.797,60218.496,58191.24,71316.07
40,52666.285,53077.473,54946.78,66947.75,63114.535,57752.074,67864.586,56881.664,66092.914,67285.8,57089.242,59368.812,58052.7,52271.94,62107.434,59660.273,70860.484
41,54180.605,55224.207,58004.9,72413.25,66371.13,61546.93,70797.54,60683.887,69046.02,70645.555,61321.8,62449.555,61605.875,54618.594,66090.69,62748.56,73305.53
42,56389.56,57339.145,59869.78,80056.3,71850.49,63767.72,78442.15,62029.945,75385.11,75699.23,64562.414,64651.723,62768.46,56438.008,70129.375,64840.996,79548.4
43,60106.914,61553.24,65246.184,81376.12,77998.01,69651.984,85421.695,69246.555,80385.25,81744.016,72334.59,72057.81,68487.06,60674.918,74428.586,70676.34,84920.0
44,62842.348,65057.055,65985.37,76645.11,74031.945,70155.805,78772.78,70909.586,78170.586,75822.75,71504.484,71195.1,69272.164,63018.43,71965.22,70903.625,80005.555
