,seoul,busan,daegu,incheon,gwangju,daejeon,ulsan,sejong,gyeonggi,gangwon,chungbuk,chungnam,jeonbuk,jeonnam,gyeongbuk,gyeongnam,jeju
0,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train
1,78855.12,77968.57,75534.31,76843.67,77210.99,78152.88,78107.7,77610.195,77707.53,76631.08,78731.945,77035.43,77993.336,78866.67,77966.484,78635.29,76770.836
2,76508.75,76941.65,74538.49,75758.57,75396.96,76478.195,76810.04,76123.99,75590.36,75946.45,76417.664,74728.92,75871.695,76993.08,76762.06,76882.13,75762.52
3,75179.664,76419.836,72330.41,75444.05,73793.36,75738.7,75446.85,74800.62,73330.73,74670.42,74750.27,73646.21,73954.55,75684.12,75364.82,75885.414,75087.61
4,69453.055,71431.05,68763.54,69034.5,69821.5,69541.125,70162.03,69453.63,70180.19,71360.47,71534.805,69302.51,70844.76,71286.27,70393.89,70581.99,69471.17
5,73239.73,73163.68,70747.875,72581.94,71783.0,71878.22,72350.81,72583.01,72048.66,72635.28,73523.72,71239.8,72448.445,73563.37,72940.75,73540.52,72198.89
6,73449.39,74949.38,73477.875,74218.57,73938.555,73482.336,74097.86,73259.72,73805.08,74979.12,74771.21,73336.47,74415.26,74227.42,74054.21,74627.875,73668.69
7,79657.46,80049.83,77649.72,79770.19,78259.984,78374.89,79830.39,79331.73,77788.92,78800.99,78914.28,78415.49,78867.83,78500.8,79222.36,80046.49,78024.72
8,84233.734,83844.195,84383.52,84381.14,83278.91,83190.35,84197.59,84551.22,82882.27,84277.47,83327.06,82878.266,83631.28,83697.55,83959.74,83997.625,83058.33
9,90980.42,91202.086,91145.086,91239.805,90751.79,89867.79,91299.81,91650.87,89621.43,91182.39,90706.42,90102.77,90665.125,91130.36,90731.64,90894.67,91017.55
10,99093.17,100240.88,98120.266,98192.34,100062.22,97611.25,99805.83,100677.72,98524.41,98761.414,100806.56,99226.66,100013.695,99614.14,99245.45,99054.53,98613.4
11,98651.44,99453.58,98574.66,97677.914,98153.0,97117.086,99396.53,98794.664,97191.96,98490.91,99142.695,97606.695,97797.09,98591.26,99055.49,98616.29,97794.016
12,95350.84,96960.68,96709.14,94819.37,96337.555,94905.64,96460.16,97137.22,95156.39,96689.52,97322.82,95289.836,95109.73,96125.49,96115.336,95338.77,95445.26
13,92097.11,93383.664,91439.95,90444.98,92766.625,91418.68,92275.94,93404.95,92209.76,92309.81,94104.29,91566.53,92389.73,92648.66,93181.17,91758.57,91074.734
14,95141.33,97061.664,95107.82,94835.82,95711.055,95334.97,96196.414,96450.08,93413.55,95880.35,96047.87,94101.53,94376.055,95073.375,96331.65,95787.81,95383.4
15,97940.36,99640.53,97418.586,97561.7,98240.586,97961.44,98850.625,99161.1,96527.99,98290.96,98926.02,97359.93,97234.44,97376.06,99165.586,98358.68,97501.05
16,94216.66,96348.33,94721.26,93114.52,95156.836,94230.86,96095.2,95931.45,93470.695,95709.805,96897.89,94292.2,94821.55,94903.89,96036.18,95343.61,93801.64
17,96316.2,96186.07,95826.46,94904.75,95280.164,95900.086,96633.38,97308.625,93807.38,96618.38,97018.164,94791.57,94796.71,96262.24,96621.984,95923.8,95442.6
18,96812.14,99541.086,96754.05,97833.28,98429.66,98412.67,99083.83,99944.58,97407.234,98300.09,99847.11,98549.57,97952.84,98056.36,99530.67,98368.445,97356.445
19,97468.445,97324.89,96159.914,96013.78,96336.05,96907.68,97773.016,97621.7,95909.02,98173.09,97722.33,96984.68,95585.305,97668.69,97544.414,97840.4,96041.01
20,90347.23,90852.1,89052.28,89085.6,88970.69,90036.68,90997.68,91049.73,89575.17,91474.055,91101.16,89938.75,88825.11,91112.96,91071.17,90742.95,88724.49
21,91495.805,91401.164,89770.76,90628.26,90629.25,91382.99,91292.914,92629.63,89864.3,92058.01,91500.97,90656.25,89721.66,92028.305,91629.87,91758.85,90376.445
22,86770.484,87228.22,85063.12,86366.71,86779.38,87135.95,86875.45,87566.74,86371.96,88030.83,87732.664,86782.336,86666.93,87445.9,87199.84,87104.625,85665.84
23,87218.24,86816.66,84444.27,86798.97,85076.26,86934.07,86946.83,86552.98,84827.29,85518.2,85884.43,84698.52,85053.3,85894.04,87023.42,87495.88,85309.52
24,82127.88,81288.805,80298.53,80972.5,79985.16,81365.96,81659.086,80754.08,79997.43,81289.8,80570.97,79597.836,79935.54,80838.22,81553.766,82232.58,80233.0
25,78454.195,77930.45,75445.02,76603.56,77088.94,78000.15,77885.47,77450.53,77419.97,76608.39,78722.07,76827.94,77969.2,78892.4,77950.484,78598.64,76542.09
26,75749.94,76266.65,72118.54,71644.11,72245.49,70557.984,73735.914,73080.42,71522.66,70118.71,73919.07,73683.08,69538.48,73784.11,74923.96,74549.34,74044.19
27,75010.625,76176.68,71978.56,73654.6,72738.1,72890.8,74074.85,73671.19,71724.79,72226.78,74096.51,73733.484,70947.914,74289.58,74870.46,75252.14,74337.1
28,69770.99,71106.89,68379.23,67098.93,68105.625,65709.28,68737.71,68501.85,67837.62,67752.92,70389.83,69266.15,66396.14,69755.46,69760.336,70040.77,69275.13
29,73436.53,73189.04,70727.66,71554.03,71453.1,69377.55,71755.61,72477.67,70864.35,70278.25,73227.43,71707.64,69679.21,73241.07,72707.67,73265.72,72269.98
